适应度, 迭代次数, 距离之和
119664.68481172097, 2385, 1744312
113048.19983721926, 2384, 1744205
111390.851834027, 2383, 1746559
117085.98848553949, 2382, 1750067
117085.98848553949, 2381, 1736977
116656.69169484825, 2380, 1742956
119089.53941745836, 2379, 1738435
119089.53941745836, 2378, 1737759
107715.57973647706, 2377, 1736472
107715.57973647706, 2376, 1738901
107715.57973647706, 2375, 1742500
107715.57973647706, 2374, 1741014
113172.57959683539, 2373, 1746432
118244.0796501338, 2372, 1753091
118244.0796501338, 2371, 1755691
119303.59971051957, 2370, 1753917
116851.74189612058, 2369, 1749390
119103.97093741277, 2368, 1752726
115384.1379255809, 2367, 1754783
115384.1379255809, 2366, 1755262
110999.89266389099, 2365, 1754124
110999.89266389099, 2364, 1751284
118940.1531187881, 2363, 1747705
118940.1531187881, 2362, 1744832
115189.1041569855, 2361, 1741414
115783.20212249573, 2360, 1742820
116756.57636721939, 2359, 1743096
115385.38812421968, 2358, 1742255
114558.58749840641, 2357, 1739811
106546.03763077325, 2356, 1746804
106546.03763077325, 2355, 1746433
106546.03763077325, 2354, 1750739
100180.31599791066, 2353, 1750821
100180.31599791066, 2352, 1750781
100180.31599791066, 2351, 1757661
113132.45499829152, 2350, 1755750
113132.45499829152, 2349, 1750275
113132.45499829152, 2348, 1751748
113132.45499829152, 2347, 1752054
113132.45499829152, 2346, 1751493
113132.45499829152, 2345, 1752857
111311.57600907888, 2344, 1754080
114292.23523115585, 2343, 1756029
114292.23523115585, 2342, 1749984
114292.23523115585, 2341, 1752361
114982.46981407647, 2340, 1753030
113420.86065996888, 2339, 1748268
113420.86065996888, 2338, 1752062
113420.86065996888, 2337, 1752669
115620.70735125281, 2336, 1751481
118411.41163104656, 2335, 1750807
116682.51292977312, 2334, 1750170
117564.24361148485, 2333, 1750709
111952.3968011203, 2332, 1750187
117824.8343414371, 2331, 1751552
120815.29934089736, 2330, 1754971
116436.88031827296, 2329, 1749985
99534.98577792294, 2328, 1750684
99534.98577792294, 2327, 1746510
120019.66017209826, 2326, 1744914
116899.5210157639, 2325, 1751622
116210.4916695407, 2324, 1747003
113790.55009711189, 2323, 1747980
107640.10151534835, 2322, 1745410
113400.5398470416, 2321, 1745135
108879.67258978532, 2320, 1748724
108879.67258978532, 2319, 1749816
108879.67258978532, 2318, 1750202
108879.67258978532, 2317, 1749606
108879.67258978532, 2316, 1743148
108879.67258978532, 2315, 1742164
106835.89634326473, 2314, 1749356
106835.89634326473, 2313, 1750159
106835.89634326473, 2312, 1752448
115471.11787983612, 2311, 1752639
113224.40346265839, 2310, 1754471
113224.40346265839, 2309, 1755971
113224.40346265839, 2308, 1756860
113224.40346265839, 2307, 1757298
113224.40346265839, 2306, 1755783
113224.40346265839, 2305, 1754673
115604.84576856019, 2304, 1751504
112696.61459349803, 2303, 1750197
112696.61459349803, 2302, 1748593
111886.5161047939, 2301, 1742072
116301.43266511083, 2300, 1749567
110131.49836454309, 2299, 1755469
110131.49836454309, 2298, 1752487
118400.26250277442, 2297, 1744568
117787.96748587285, 2296, 1739442
118400.26250277442, 2295, 1742313
117142.452774637, 2294, 1741299
108784.20850319539, 2293, 1737698
114587.15540728289, 2292, 1733536
112850.76130938756, 2291, 1734673
119968.33060713341, 2290, 1733207
113884.68844024064, 2289, 1735559
113884.68844024064, 2288, 1737309
113812.63008148044, 2287, 1737206
110472.27205064268, 2286, 1742514
112947.05429430876, 2285, 1737985
112947.05429430876, 2284, 1734115
112364.12027805281, 2283, 1729156
112364.12027805281, 2282, 1738898
117490.97111541571, 2281, 1739883
109064.87337170167, 2280, 1736783
109064.87337170167, 2279, 1732237
118014.19188076023, 2278, 1731160
116416.05879851534, 2277, 1736673
112613.44948389436, 2276, 1742479
118189.65172953665, 2275, 1743489
114911.08809637101, 2274, 1740641
115727.91963511349, 2273, 1742262
112694.25720568025, 2272, 1748231
112694.25720568025, 2271, 1745467
