适应度, 迭代次数, 距离之和
85209.9896136654, 2216, 243744
83822.65092743505, 2215, 241504
83692.3748696616, 2214, 237602
83692.3748696616, 2213, 247092
83974.79709462263, 2212, 246190
85278.77200630184, 2211, 248684
82398.72697256078, 2210, 237134
86340.79499264767, 2209, 241316
82398.72697256078, 2208, 234322
84576.05095932656, 2207, 268164
86340.79499264767, 2206, 258294
86340.79499264767, 2205, 261676
84987.94345734782, 2204, 257980
84987.94345734782, 2203, 266028
84987.94345734782, 2202, 254722
84353.29371117226, 2201, 275054
84353.29371117226, 2200, 280230
83822.65092743505, 2199, 297878
83822.65092743505, 2198, 290632
84353.29371117226, 2197, 297336
84353.29371117226, 2196, 299586
84353.29371117226, 2195, 306196
84353.29371117226, 2194, 312390
84344.45224883477, 2193, 312332
84344.45224883477, 2192, 328040
84344.45224883477, 2191, 328394
84344.45224883477, 2190, 325274
84344.45224883477, 2189, 327764
84344.45224883477, 2188, 328438
84344.45224883477, 2187, 325680
84344.45224883477, 2186, 329176
84344.45224883477, 2185, 330530
84344.45224883477, 2184, 332048
83227.19304389534, 2183, 316982
82728.59764530798, 2182, 318746
83227.19304389534, 2181, 315958
83227.19304389534, 2180, 307914
83227.19304389534, 2179, 310254
82363.10336779867, 2178, 308636
83227.19304389534, 2177, 312232
84052.95210291179, 2176, 306242
84052.95210291179, 2175, 308112
84052.95210291179, 2174, 318284
83163.21908272523, 2173, 310654
83163.21908272523, 2172, 305932
84052.95210291179, 2171, 315702
84052.95210291179, 2170, 329092
83536.47987998293, 2169, 338314
83227.19304389534, 2168, 349526
83161.30873297021, 2167, 342776
83227.19304389534, 2166, 336058
83227.19304389534, 2165, 342824
83227.19304389534, 2164, 348366
83227.19304389534, 2163, 362902
83227.19304389534, 2162, 374494
81720.0554218995, 2161, 390070
83227.19304389534, 2160, 368880
83161.30873297021, 2159, 380858
81691.27555545545, 2158, 383914
81691.27555545545, 2157, 385064
83227.19304389534, 2156, 397718
81720.0554218995, 2155, 402892
81720.0554218995, 2154, 398436
82728.59764530798, 2153, 390996
83227.19304389534, 2152, 384584
83227.19304389534, 2151, 388274
81720.0554218995, 2150, 344174
81720.0554218995, 2149, 312852
82431.49841088672, 2148, 270088
82431.49841088672, 2147, 268344
81700.71996455216, 2146, 226822
82431.49841088672, 2145, 241292
82431.49841088672, 2144, 240104
82387.9971061341, 2143, 218792
